,sex,xDAI_blockchain_address,trt_label,area_name,gender,biz_type,days_enrolled_0,days_active_0,bal_0,bal_1,bal_2,bal_3,bal_4,bal_5,svol_in_0,svol_in_1,svol_in_2,svol_in_3,svol_in_4,svol_in_5,svol_out_0,svol_out_1,svol_out_2,svol_out_3,svol_out_4,svol_out_5,stxns_in_0,stxns_in_1,stxns_in_2,stxns_in_3,stxns_in_4,stxns_in_5,stxns_out_0,stxns_out_1,stxns_out_2,stxns_out_3,stxns_out_4,stxns_out_5,sunique_in_0,sunique_in_1,sunique_in_2,sunique_in_3,sunique_in_4,sunique_in_5,sunique_out_0,sunique_out_1,sunique_out_2,sunique_out_3,sunique_out_4,sunique_out_5,otxns_in_0,otxns_in_1,otxns_in_2,otxns_in_3,otxns_in_4,otxns_in_5,otxns_out_0,otxns_out_1,otxns_out_2,otxns_out_3,otxns_out_4,otxns_out_5,ovol_in_0,ovol_in_1,ovol_in_2,ovol_in_3,ovol_in_4,ovol_in_5,ovol_out_0,ovol_out_1,ovol_out_2,ovol_out_3,ovol_out_4,ovol_out_5,females_sold_to_0,females_sold_to_1,females_sold_to_2,females_sold_to_3,females_sold_to_4,females_sold_to_5,females_bought_from_0,females_bought_from_1,females_bought_from_2,females_bought_from_3,females_bought_from_4,females_bought_from_5,males_sold_to_0,males_sold_to_1,males_sold_to_2,males_sold_to_3,males_sold_to_4,males_sold_to_5,males_bought_from_0,males_bought_from_1,males_bought_from_2,males_bought_from_3,males_bought_from_4,males_bought_from_5,fem_support_0,fem_support_1,fem_support_2,fem_support_3,fem_support_4,fem_support_5,food_water_vol_0,food_water_vol_1,food_water_vol_2,food_water_vol_3,food_water_vol_4,food_water_vol_5,labour_vol_0,labour_vol_1,labour_vol_2,labour_vol_3,labour_vol_4,labour_vol_5,health_vol_0,health_vol_1,health_vol_2,health_vol_3,health_vol_4,health_vol_5,savings_vol_0,savings_vol_1,savings_vol_2,savings_vol_3,savings_vol_4,savings_vol_5,shop_vol_0,shop_vol_1,shop_vol_2,shop_vol_3,shop_vol_4,shop_vol_5,education_vol_0,education_vol_1,education_vol_2,education_vol_3,education_vol_4,education_vol_5,food_water_n_0,food_water_n_1,food_water_n_2,food_water_n_3,food_water_n_4,food_water_n_5,labour_n_0,labour_n_1,labour_n_2,labour_n_3,labour_n_4,labour_n_5,health_n_0,health_n_1,health_n_2,health_n_3,health_n_4,health_n_5,savings_n_0,savings_n_1,savings_n_2,savings_n_3,savings_n_4,savings_n_5,shop_n_0,shop_n_1,shop_n_2,shop_n_3,shop_n_4,shop_n_5,education_n_0,education_n_1,education_n_2,education_n_3,education_n_4,education_n_5,transport_n_0,transport_n_1,transport_n_2,transport_n_3,transport_n_4,transport_n_5,energy_n_0,energy_n_1,energy_n_2,energy_n_3,energy_n_4,energy_n_5,environment_n_0,environment_n_1,environment_n_2,environment_n_3,environment_n_4,environment_n_5,other_n_0,other_n_1,other_n_2,other_n_3,other_n_4,other_n_5
1532,1,0xF419bB6233513475639656e502942E15cd4a2D9E,1,Kwale,female,Food/Water,572,373,4100.526757738778,4644.760334381112,4917.631380609822,4917.631380609822,4918.847925621988,5194.030407373813,3858.9537712895376,4390.7055961070555,4634.014598540146,4634.014598540146,4634.014598540146,4907.737226277372,3921.727493917275,4618.807785888078,4874.282238442822,4879.148418491484,4882.311435523115,4962.603406326034,296,307,308,308,308,315,119,136,139,141,143,147,179,183,183,183,183,183,32,33,33,34,34,34,37,40,44,44,45,48,1,2,3,3,3,4,241.57298644923978,254.0547382740573,283.61678206967775,283.61678206967775,284.8333270818432,286.29318109644174,19.464720194647203,20.364963503649633,20.72992700729927,20.72992700729927,20.72992700729927,23.260340632603405,73,82,83,84,86,87,101,103,103,103,103,106,39,47,49,50,50,53,85,93,94,94,94,98,1267.5912408759123,1268.9294403892943,1268.9294403892943,1268.9294403892943,1268.9294403892943,1351.654501216545,749.1484184914841,763.7469586374696,763.7469586374696,763.7469586374696,763.7469586374696,763.7469586374696,446.2287104622871,457.17761557177613,464.47688564476886,466.90997566909977,470.0729927007299,470.0729927007299,435.52311435523114,435.52311435523114,435.52311435523114,435.52311435523114,435.52311435523114,435.52311435523114,1465.279805352798,2085.7177615571777,2333.8929440389293,2336.32603406326,2336.32603406326,2416.61800486618,640.1459854014598,686.374695863747,686.374695863747,686.374695863747,686.374695863747,686.374695863747,0.0,0.0,0.0,0.0,0.0,0.0,22,23,23,23,23,23,34,40,42,43,45,45,8,8,8,8,8,8,32,36,37,38,38,42,16,18,18,18,18,18,0,0,0,0,0,0,1,1,1,1,1,1,6,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1775,0,0x29bbB92F7858d0A493D890711cABE5F0BCb90796,0,Nairobi,male,Food/Water,561,389,22613.24903889705,25533.443686099,26522.519111889753,26522.738089991944,27631.083588775396,27641.399890478562,22202.189781021898,25112.676399026765,26101.75182481752,26101.75182481752,27207.66423357664,27217.007299270073,22289.12408759124,23262.3600973236,26182.06812652068,26182.06812652068,27082.335766423355,27332.94403892944,626,631,635,635,643,647,358,360,362,362,369,372,217,217,218,218,218,218,106,106,106,106,106,106,40,42,42,43,45,47,0,2,2,2,2,3,411.0592578751569,420.7672870722372,420.7672870722372,420.986265174427,423.41935519875784,424.3925912084902,0.0,14.13625304136253,14.13625304136253,14.13625304136253,14.13625304136253,20.02433090024331,117,117,117,117,119,119,192,194,196,196,197,199,229,231,233,233,237,240,407,410,412,412,417,419,9231.922141119221,10448.710462287105,10951.167883211678,10951.167883211678,10960.900243309003,10962.94403892944,8528.321167883212,9258.248175182482,9258.248175182482,9258.248175182482,9696.228710462286,9699.878345498782,889.1240875912408,889.1240875912408,889.1240875912408,889.1240875912408,889.1240875912408,889.1240875912408,267.639902676399,267.639902676399,267.639902676399,267.639902676399,267.639902676399,267.639902676399,5099.440389294404,5342.749391727494,8262.457420924575,8262.457420924575,8603.0900243309,8850.048661800487,2385.6447688564476,2385.6447688564476,2385.6447688564476,2385.6447688564476,2385.6447688564476,2385.6447688564476,121.41119221411192,121.41119221411192,121.41119221411192,121.41119221411192,121.41119221411192,121.41119221411192,171,172,172,172,176,177,21,21,21,21,21,21,3,3,3,3,3,3,30,31,33,33,35,37,59,59,59,59,59,59,7,7,7,7,7,7,42,42,42,42,42,42,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
1779,1,0x78F7c31a1a6C3A975d4C27e03917DBFf05f4A17E,1,Kwale,female,Food/Water,561,411,796.8091158031016,949.0718895257293,976.8091158031015,1352.8675099636855,1355.3005999880163,1934.7653201826636,761.1435523114355,907.1289537712895,914.4282238442822,1279.3917274939172,1279.3917274939172,1857.8832116788321,794.5255474452555,946.374695863747,971.6788321167883,985.0851581508515,1348.8321167883212,1355.6447688564476,68,69,72,73,73,78,58,65,72,74,78,86,28,28,28,28,28,30,7,8,10,10,10,14,18,21,24,26,28,30,0,2,2,2,2,3,35.66556349166593,41.94293575443965,62.3808919588192,73.4757824697681,75.908872494099,76.88210850383136,0.0,2.6520681265206814,2.6520681265206814,2.6520681265206814,2.6520681265206814,6.374695863746958,57,64,69,71,75,82,61,62,65,66,66,71,1,1,3,3,3,4,4,4,4,4,4,4,714.5498783454988,860.5352798053527,867.8345498783455,1232.7980535279805,1232.7980535279805,1811.2895377128953,0.36496350364963503,2.18978102189781,8.27250608272506,8.27250608272506,9.489051094890511,10.46228710462287,7.542579075425791,7.542579075425791,12.408759124087592,12.408759124087592,12.408759124087592,13.13868613138686,6.81265206812652,6.81265206812652,6.81265206812652,6.81265206812652,6.81265206812652,6.81265206812652,779.8053527980535,929.8296836982968,944.1849148418491,957.5912408759124,1320.1216545012164,1325.2311435523113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,7,7,8,11,2,2,4,4,4,6,3,3,3,3,3,3,52,56,58,60,63,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,1,0xB6fbd6666DEAB98d1F78A0cF71f8aC96Acef2BA8,1,Kwale,female,Food/Water,561,403,1649.5737009563143,2157.508980761667,2445.7328250439055,2450.6233359928106,2455.4895160414726,3007.776620664343,1582.039902676399,2081.2856447688564,2338.4632603406326,2341.1396593673962,2343.5727493917275,2893.9133819951335,1413.1873479318733,2135.693430656934,2187.518248175182,2309.1727493917274,2443.9659367396594,2459.537712895377,315,323,328,330,332,344,85,103,111,112,115,120,219,220,220,221,221,223,25,26,27,27,27,27,22,27,31,32,34,38,0,2,2,2,2,3,67.5337982799153,76.22333599281068,107.26956470327296,109.48367662541408,111.91676664974499,113.86323866920971,0.0,2.068126520681265,2.068126520681265,2.068126520681265,2.068126520681265,12.992700729927007,71,88,96,97,100,105,202,208,212,213,214,226,13,13,13,13,13,13,61,62,62,63,64,64,1026.6160583941605,1515.6671532846715,1772.3581508515815,1772.6014598540146,1773.81800486618,2324.158637469586,22.530413625304135,22.530413625304135,24.963503649635037,24.963503649635037,24.963503649635037,24.963503649635037,160.8515815085158,172.1654501216545,208.90510948905109,208.90510948905109,208.90510948905109,208.90510948905109,30.65693430656934,30.65693430656934,30.65693430656934,30.65693430656934,30.65693430656934,30.65693430656934,1162.6520681265206,1873.3576642335765,1886.0097323600974,2007.6642335766423,2142.4574209245743,2158.029197080292,24.330900243309003,24.330900243309003,24.330900243309003,24.330900243309003,24.330900243309003,24.330900243309003,0.0,0.0,0.0,0.0,0.0,0.0,10,10,11,11,11,11,23,27,30,30,30,30,7,7,7,7,7,7,43,56,60,61,64,69,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1816,1,0xD925d8115040cfd803DAC0910EACA4ED79268256,1,Kwale,female,Health,560,413,6255.935167019931,6717.749765560076,6747.99307456251,6747.99307456251,7589.112295973701,8669.501590377595,4141.654501216545,4593.23600973236,4593.23600973236,4593.23600973236,5431.922141119221,6510.364963503649,5864.890510948905,5936.423357664234,6293.3576642335765,6293.3576642335765,6686.788321167883,8335.474452554745,1094,1107,1107,1107,1119,1180,551,559,565,565,574,650,753,755,755,755,756,759,319,321,321,321,322,328,269,274,278,278,280,284,2,4,4,4,4,5,2114.280665803386,2124.5137558277165,2154.75706483015,2154.75706483015,2157.1901548544806,2159.1366268739453,249.39172749391727,254.5985401459854,254.5985401459854,254.5985401459854,254.5985401459854,254.74452554744525,330,337,343,343,352,420,657,668,668,668,679,736,87,87,87,87,87,93,260,260,260,260,260,264,3291.800486618005,3742.4087591240873,3742.4087591240873,3742.4087591240873,4578.661800486618,5655.158150851581,406.8126520681265,426.2773722627737,426.2773722627737,426.2773722627737,426.2773722627737,466.8126520681265,1509.85401459854,1512.7737226277372,1576.0340632603406,1576.0340632603406,1578.4671532846714,1663.9902676399026,184.18491484184915,196.35036496350364,269.3430656934307,269.3430656934307,269.3430656934307,285.6447688564477,3558.929440389294,3591.046228710462,3811.727493917275,3811.727493917275,3986.9099756691,4559.78102189781,68.24817518248175,73.11435523114355,73.11435523114355,73.11435523114355,73.11435523114355,88.19951338199513,0.0,0.0,0.0,0.0,0.0,0.0,45,47,47,47,47,56,350,352,354,354,355,373,10,11,12,12,12,24,124,126,129,129,133,143,6,7,7,7,7,17,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,17,28,0,0,0,0,0,0,0,0,0,0,0,0
1830,1,0xA17C49f109D7c2fC1634D383960C0d2524ABaC5a,0,Kwale,female,Food/Water,560,410,994.5291936260389,1241.8527945992748,1558.5681230664281,2021.5851546965985,2228.689777567645,2313.8479284192263,937.7372262773722,1180.559610705596,1496.861313868613,1959.148418491484,2163.8199513381996,2247.031630170316,984.9148418491484,1227.7372262773722,1544.0389294403892,1592.7007299270072,2127.9805352798053,2130.5352798053527,110,117,120,124,148,150,48,57,59,60,64,67,51,54,54,54,62,62,10,10,10,10,10,11,16,18,19,20,22,26,1,3,4,4,4,5,56.79196734866665,61.293183893678815,61.70680919781507,62.43673620511434,64.86982622944524,66.81629824890996,3.89294403892944,4.111922141119221,4.525547445255475,4.525547445255475,4.525547445255475,8.126520681265207,40,45,46,46,49,52,74,76,77,79,88,90,8,12,13,14,15,15,21,25,27,29,33,33,670.2433090024331,840.5596107055961,1010.8759124087591,1327.1776155717762,1490.1946472019465,1573.406326034063,24.330900243309003,87.5912408759124,233.57664233576642,282.2384428223844,501.21654501216545,501.21654501216545,184.91484184914842,209.24574209245742,209.24574209245742,209.24574209245742,209.24574209245742,209.24574209245742,1.94647201946472,1.94647201946472,1.94647201946472,1.94647201946472,1.94647201946472,1.94647201946472,433.09002433090023,588.3211678832116,758.6374695863747,758.6374695863747,1074.9391727493917,1077.3722627737227,340.63260340632604,340.63260340632604,340.63260340632604,340.63260340632604,340.63260340632604,340.7542579075426,0.0,0.0,0.0,0.0,0.0,0.0,9,13,14,15,17,17,10,11,11,11,11,11,1,1,1,1,1,1,24,28,29,29,31,33,4,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,1,0xE21fa4119fEE3d5ABe4b677444a7797c843Af887,1,Nairobi,female,Food/Water,560,373,1787.5340323909363,1789.9671224152673,1819.164202707238,1819.164202707238,1820.3807477194034,1820.3807477194034,1686.2530413625304,1686.2530413625304,1686.2530413625304,1686.2530413625304,1686.2530413625304,1686.2530413625304,1760.8272506082724,1760.8272506082724,1760.8272506082724,1760.8272506082724,1760.8272506082724,1760.8272506082724,56,56,56,56,56,56,69,69,69,69,69,69,30,30,30,30,30,30,21,21,21,21,21,21,15,17,20,20,21,21,1,3,3,3,3,4,101.28099102840596,103.71408105273687,132.91116134470766,132.91116134470766,134.12770635687312,134.12770635687312,5.839416058394161,6.034063260340632,6.034063260340632,6.034063260340632,6.034063260340632,7.104622871046228,46,46,46,46,46,46,31,31,31,31,31,31,23,23,23,23,23,23,24,24,24,24,24,24,1235.2798053527981,1235.2798053527981,1235.2798053527981,1235.2798053527981,1235.2798053527981,1235.2798053527981,285.1581508515815,285.1581508515815,285.1581508515815,285.1581508515815,285.1581508515815,285.1581508515815,26.7639902676399,26.7639902676399,26.7639902676399,26.7639902676399,26.7639902676399,26.7639902676399,486.61800486618006,486.61800486618006,486.61800486618006,486.61800486618006,486.61800486618006,486.61800486618006,97.32360097323601,97.32360097323601,97.32360097323601,97.32360097323601,97.32360097323601,97.32360097323601,420.92457420924575,420.92457420924575,420.92457420924575,420.92457420924575,420.92457420924575,420.92457420924575,74.20924574209245,74.20924574209245,74.20924574209245,74.20924574209245,74.20924574209245,74.20924574209245,9,9,9,9,9,9,4,4,4,4,4,4,18,18,18,18,18,18,3,3,3,3,3,3,17,17,17,17,17,17,3,3,3,3,3,3,0,0,0,0,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
1851,0,0x8E36662eCf809c770cE119e71B6BB113764cBecb,1,Kwale,male,Farming/Labour,560,411,761.3501216545012,812.7856447688565,841.9827250608273,841.9827250608273,1002.5666666666667,1055.2430656934307,698.616301703163,747.2781021897811,747.2781021897811,747.2781021897811,905.4289537712895,956.6454987834549,651.6058394160584,797.5912408759124,800.5109489051094,815.596107055961,835.5474452554744,893.4549878345498,193,194,194,194,196,202,65,66,67,69,71,87,60,60,60,60,60,63,20,20,20,20,20,23,22,24,27,27,29,32,0,2,2,2,2,3,62.7338199513382,65.50754257907542,94.70462287104623,94.70462287104623,97.13771289537713,98.59756690997567,0.0,0.145985401459854,0.145985401459854,0.145985401459854,0.145985401459854,3.3819951338199514,62,63,64,66,67,82,126,127,127,127,128,134,3,3,3,3,4,5,63,63,63,63,64,64,481.2683698296837,529.9301703163017,529.9301703163017,529.9301703163017,675.9155717761557,727.1321167883211,53.284671532846716,53.284671532846716,53.284671532846716,58.15085158150851,72.74939172749392,73.23600973236009,54.257907542579076,54.257907542579076,54.257907542579076,54.257907542579076,54.257907542579076,58.15085158150851,23.62530413625304,23.62530413625304,23.62530413625304,23.62530413625304,23.62530413625304,25.81508515815085,503.4063260340632,649.3917274939173,652.3114355231144,662.5304136253042,667.8832116788321,717.5182481751824,13.38199513381995,13.38199513381995,13.38199513381995,13.38199513381995,13.38199513381995,13.62530413625304,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,11,12,13,8,8,8,8,8,12,8,8,8,8,8,12,32,33,34,35,36,40,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1858,1,0x7fBC8F72fA58Cd9Aa2ACcf3664628fa309c58a6D,0,Kwale,female,Fuel/Energy,560,413,1541.2574759797158,1810.2599090697402,1817.5591791427328,1817.5591791427328,2449.432658461468,2515.9776706269176,1456.5206812652068,1724.1605839416059,1731.4598540145985,1731.4598540145985,2360.9002433090022,2425.498783454988,1489.6593673965936,1806.4476885644767,1806.4476885644767,1813.7469586374696,1985.766423357664,2231.800486618005,175,178,179,179,184,214,107,110,110,112,117,171,80,80,80,80,80,82,15,15,15,15,15,20,23,24,24,24,26,30,1,1,1,1,1,2,84.73679471450907,86.09932512813437,86.09932512813437,86.09932512813437,88.53241515246526,90.47888717192998,0.48661800486618,0.48661800486618,0.48661800486618,0.48661800486618,0.48661800486618,6.180048661800487,106,109,109,111,116,165,131,134,135,135,140,166,1,1,1,1,1,5,29,29,29,29,29,33,1167.0802919708028,1434.7201946472019,1442.0194647201945,1442.0194647201945,2071.4598540145985,2133.5036496350363,62.77372262773722,62.77372262773722,62.77372262773722,62.77372262773722,62.77372262773722,63.2603406326034,70.82725060827251,70.82725060827251,70.82725060827251,70.82725060827251,70.82725060827251,75.69343065693431,42.4330900243309,42.4330900243309,42.4330900243309,42.4330900243309,63.60097323600973,165.91240875912408,1309.7323600973236,1626.5206812652068,1626.5206812652068,1633.8199513381994,1784.6715328467153,1919.7080291970801,3.89294403892944,3.89294403892944,3.89294403892944,3.89294403892944,3.89294403892944,3.89294403892944,0.0,0.0,0.0,0.0,0.0,0.0,8,8,8,8,8,9,12,12,12,12,12,29,27,27,27,27,29,52,59,62,62,64,67,75,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,1,0x50a7ee89766b34002557B71965d3756773a3f2f7,0,Kwale,female,Farming/Labour,560,406,3906.1618004866177,3908.594890510949,3908.594890510949,3908.594890510949,4396.4294403892945,4897.402676399027,3742.0924574209243,3742.0924574209243,3742.0924574209243,3742.0924574209243,4228.710462287105,4728.710462287105,3661.094890510949,3661.094890510949,3661.094890510949,3697.5912408759123,4391.021897810218,4441.265206812652,386,386,386,386,388,390,172,172,172,173,175,181,98,98,98,98,98,98,46,46,46,47,47,50,38,40,40,40,41,43,0,2,2,2,2,3,164.06934306569346,166.50243309002434,166.50243309002434,166.50243309002434,167.7189781021898,168.69221411192217,0.0,2.4330900243309004,2.4330900243309004,2.4330900243309004,2.4330900243309004,11.508515815085158,130,130,130,131,133,139,253,253,253,253,255,257,29,29,29,29,29,29,60,60,60,60,60,60,3068.3698296836983,3068.3698296836983,3068.3698296836983,3068.3698296836983,3554.9878345498782,4054.9878345498782,103.5279805352798,103.5279805352798,103.5279805352798,103.5279805352798,103.5279805352798,103.5279805352798,236.88564476885645,236.88564476885645,236.88564476885645,273.38199513381994,273.38199513381994,323.0170316301703,94.64720194647201,94.64720194647201,94.64720194647201,94.64720194647201,94.64720194647201,94.64720194647201,3064.720194647202,3064.720194647202,3064.720194647202,3064.720194647202,3758.1508515815085,3758.7591240875913,137.46958637469587,137.46958637469587,137.46958637469587,137.46958637469587,137.46958637469587,137.46958637469587,0.0,0.0,0.0,0.0,0.0,0.0,30,30,30,30,30,30,60,60,60,61,61,65,12,12,12,12,12,12,52,52,52,52,54,56,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1881,0,0x70584a7A3D5FAF419596A7D30A139D3EFEcAbaDB,1,Kwale,male,Food/Water,560,370,1424.384760807184,1426.7691890310282,1455.966269322999,1455.966269322999,1457.1828143351645,1457.1828143351645,1268.4914841849147,1268.4914841849147,1268.4914841849147,1268.4914841849147,1268.4914841849147,1268.4914841849147,1230.6569343065694,1245.2554744525546,1245.2554744525546,1245.2554744525546,1245.2554744525546,1245.2554744525546,103,103,103,103,103,103,73,75,75,75,75,75,72,72,72,72,72,72,35,35,35,35,35,35,39,41,44,44,45,45,0,2,2,2,2,3,155.89327662226924,158.27770484611352,187.47478513808431,187.47478513808431,188.69133015024977,188.69133015024977,0.0,1.8004866180048662,1.8004866180048662,1.8004866180048662,1.8004866180048662,6.009732360097323,42,43,43,43,43,43,35,35,35,35,35,35,13,14,14,14,14,14,30,30,30,30,30,30,915.7907542579076,915.7907542579076,915.7907542579076,915.7907542579076,915.7907542579076,915.7907542579076,342.8223844282238,354.98783454987836,354.98783454987836,354.98783454987836,354.98783454987836,354.98783454987836,13.62530413625304,13.62530413625304,13.62530413625304,13.62530413625304,13.62530413625304,13.62530413625304,0.0,0.0,0.0,0.0,0.0,0.0,863.2603406326034,865.6934306569343,865.6934306569343,865.6934306569343,865.6934306569343,865.6934306569343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,15,15,15,15,15,5,5,5,5,5,5,0,0,0,0,0,0,33,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,1,0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7,1,Nairobi,female,Shop,560,387,5599.003921944354,5951.529469389609,5980.726549681581,5980.726549681581,5989.242364766738,5993.8652358129675,5528.394160583942,5869.026763990268,5869.026763990268,5869.026763990268,5876.3260340632605,5879.002433090024,3091.5571776155716,3652.141119221411,3652.141119221411,3652.8710462287104,3652.8710462287104,3656.520681265207,239,243,243,243,244,248,108,113,113,114,114,117,75,75,75,75,75,77,31,31,31,31,31,31,19,22,25,25,26,30,1,4,4,4,4,5,70.6097613604133,82.50270539934274,111.69978569131355,111.69978569131355,112.916330703479,114.86280272294373,1.94647201946472,30.267639902676397,30.267639902676397,30.267639902676397,30.267639902676397,76.39902676399026,76,81,81,82,82,85,97,101,101,101,101,105,32,32,32,32,32,32,137,137,137,137,138,138,3069.537712895377,3410.170316301703,3410.170316301703,3410.170316301703,3410.170316301703,3412.846715328467,791.970802919708,792.4574209245742,792.4574209245742,792.4574209245742,792.4574209245742,795.1338199513382,74.20924574209245,74.20924574209245,74.20924574209245,74.20924574209245,74.20924574209245,74.20924574209245,588.8077858880779,1075.4257907542578,1075.4257907542578,1075.4257907542578,1075.4257907542578,1075.4257907542578,356.4476885644769,356.4476885644769,356.4476885644769,356.4476885644769,356.4476885644769,356.4476885644769,623.1873479318734,696.6666666666666,696.6666666666666,697.3965936739659,697.3965936739659,698.3698296836983,239.65936739659367,239.65936739659367,239.65936739659367,239.65936739659367,239.65936739659367,239.65936739659367,31,32,32,32,32,34,5,5,5,5,5,5,15,16,16,16,16,16,7,7,7,7,7,7,28,31,31,32,32,33,10,10,10,10,10,10,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
1937,1,0xE755E0A7a18225c5197902D137953E480D5987C4,0,Kwale,female,Food/Water,560,410,1153.5384428223845,1355.2659367396593,1529.183211678832,1822.2489051094888,2237.358394160584,2458.647931873479,1096.3260340632603,1295.8394160583941,1468.8564476885645,1760.8272506082724,2173.5036496350363,2392.846715328467,1153.0683698296837,1202.9467153284672,1524.3579075425791,1524.3579075425791,2178.859124087591,2188.8347931873477,250,254,257,259,283,293,82,84,88,88,97,101,85,86,87,87,89,91,24,26,27,27,31,31,23,25,26,27,29,33,0,2,2,2,2,3,57.21240875912408,59.4265206812652,60.32676399026764,61.42165450121654,63.85474452554744,65.80121654501215,0.0,1.143552311435523,1.143552311435523,1.143552311435523,1.143552311435523,6.472019464720194,73,75,78,78,83,87,158,161,164,166,177,184,9,9,10,10,14,14,80,81,81,81,92,95,736.0827250608272,933.1630170316301,1106.1800486618004,1398.1508515815085,1570.9002433090025,1788.1751824817518,77.85888077858881,77.85888077858881,77.85888077858881,77.85888077858881,92.45742092457421,92.45742092457421,457.2019464720195,507.0802919708029,512.1897810218978,512.1897810218978,738.4671532846716,738.5888077858881,2.4330900243309004,2.4330900243309004,2.4330900243309004,2.4330900243309004,2.4330900243309004,2.4330900243309004,558.3968369829684,558.3968369829684,874.6985401459854,874.6985401459854,1191.0002433090024,1200.732603406326,57.17761557177615,57.17761557177615,57.17761557177615,57.17761557177615,154.50121654501217,154.6228710462287,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,10,12,12,30,32,34,34,38,39,1,1,1,1,1,1,30,30,32,32,34,36,11,11,11,11,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,1,0xbf51A566d5297AC4d47E989447DceD055f1F4BCf,1,Kwale,female,Farming/Labour,559,307,492.6406326034063,499.9885644768856,529.6722627737225,529.6722627737225,742.5676399026763,742.5676399026763,424.9148418491484,429.7810218978102,430.26763990267636,430.26763990267636,641.9464720194647,641.9464720194647,484.6715328467153,485.15815085158147,485.15815085158147,485.15815085158147,485.15815085158147,485.15815085158147,55,56,57,57,58,58,45,46,46,46,46,46,23,23,23,23,23,23,10,10,10,10,10,10,19,21,24,24,25,25,0,2,2,2,2,3,67.72579075425791,70.20754257907542,99.40462287104623,99.40462287104623,100.62116788321167,100.62116788321167,0.0,0.145985401459854,0.145985401459854,0.145985401459854,0.145985401459854,5.2798053527980535,41,42,42,42,42,42,41,42,43,43,44,44,4,4,4,4,4,4,13,13,13,13,13,13,333.67396593673965,338.54014598540147,339.0267639902676,339.0267639902676,550.705596107056,550.705596107056,0.48661800486618,0.48661800486618,0.48661800486618,0.48661800486618,0.48661800486618,0.48661800486618,70.07299270072993,70.07299270072993,70.07299270072993,70.07299270072993,70.07299270072993,70.07299270072993,0.0,0.0,0.0,0.0,0.0,0.0,55.23114355231144,55.23114355231144,55.23114355231144,55.23114355231144,55.23114355231144,55.23114355231144,311.9221411192214,311.9221411192214,311.9221411192214,311.9221411192214,311.9221411192214,311.9221411192214,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,6,6,6,6,6,6,0,0,0,0,0,0,2,2,2,2,2,2,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,16,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
